Query_ID,Student_Query,Priority
5731,Result not visible on portal,High
3370,Exam portal is not working,High
4062,Result not visible on portal,High
5535,Canteen food quality feedback,Low
1803,Scholarship amount not credited,High
4737,ID card reissue process inquiry,Medium
5987,General timetable inquiry,Low
2386,General timetable inquiry,Low
1960,Exam portal is not working,High
2977,Exam portal is not working,High
489,Result not visible on portal,High
1844,Transcript request status,Medium
1735,Internship approval request,Medium
2912,WiFi slow in library,Low
3220,Fee payment failed but amount deducted,High
147,Hostel electricity issue urgent,High
5631,Sports event registration query,Low
1987,Club membership request,Low
1370,General timetable inquiry,Low
2812,Assignment deadline extension request,Low
660,Scholarship amount not credited,High
1795,ID card reissue process inquiry,Medium
2512,Club membership request,Low
3398,Request for bonafide certificate,Medium
4283,Elective subject change request,Medium
1148,Hostel electricity issue urgent,High
3273,Canteen food quality feedback,Low
609,Request for bonafide certificate,Medium
3583,Request for bonafide certificate,Medium
1931,Transcript request status,Medium
198,Request for bonafide certificate,Medium
2932,Exam portal is not working,High
2328,Emergency leave approval required,High
4390,General timetable inquiry,Low
767,ID card reissue process inquiry,Medium
4497,Sports event registration query,Low
4219,Sports event registration query,Low
3256,Scholarship amount not credited,High
203,Canteen food quality feedback,Low
3511,Internship approval request,Medium
4932,Admit card not generated for upcoming exam,High
5536,Exam portal is not working,High
1734,Assignment deadline extension request,Low
2778,Club membership request,Low
1708,Emergency leave approval required,High
5173,Transcript request status,Medium
5250,Request for bonafide certificate,Medium
5758,Assignment deadline extension request,Low
3475,Sports event registration query,Low
855,Library access issue,Medium
5686,ID card reissue process inquiry,Medium
4738,Exam portal is not working,High
4098,Hostel electricity issue urgent,High
2161,Emergency leave approval required,High
699,Admit card not generated for upcoming exam,High
5937,Scholarship amount not credited,High
3000,Exam portal is not working,High
3697,ID card reissue process inquiry,Medium
1637,Internship approval request,Medium
3458,Admit card not generated for upcoming exam,High
3582,General timetable inquiry,Low
1292,Library access issue,Medium
4660,Internship approval request,Medium
5617,ID card reissue process inquiry,Medium
1854,Hostel electricity issue urgent,High
5233,Canteen food quality feedback,Low
3764,WiFi slow in library,Low
3305,ID card reissue process inquiry,Medium
5897,Canteen food quality feedback,Low
5728,Result not visible on portal,High
3744,Emergency leave approval required,High
3446,Scholarship amount not credited,High
1999,Fee payment failed but amount deducted,High
664,WiFi slow in library,Low
4780,ID card reissue process inquiry,Medium
5354,Internship approval request,Medium
3749,Hostel electricity issue urgent,High
4414,General timetable inquiry,Low
4745,Result not visible on portal,High
5531,Hostel electricity issue urgent,High
5576,Elective subject change request,Medium
710,ID card reissue process inquiry,Medium
1283,Transcript request status,Medium
5069,Internship approval request,Medium
2676,Club membership request,Low
4030,Canteen food quality feedback,Low
1307,General timetable inquiry,Low
5497,Scholarship amount not credited,High
5505,WiFi slow in library,Low
2238,Fee payment failed but amount deducted,High
3303,Internship approval request,Medium
5593,Library access issue,Medium
2039,Fee payment failed but amount deducted,High
1530,Sports event registration query,Low
1664,Hostel electricity issue urgent,High
5451,ID card reissue process inquiry,Medium
5922,Internship approval request,Medium
5944,Transcript request status,Medium
3628,Sports event registration query,Low
5740,Exam portal is not working,High
5148,General timetable inquiry,Low
4892,Internship approval request,Medium
2694,Club membership request,Low
3061,Exam portal is not working,High
1598,Scholarship amount not credited,High
2730,Admit card not generated for upcoming exam,High
2626,Admit card not generated for upcoming exam,High
3158,General timetable inquiry,Low
3315,Exam portal is not working,High
1723,Canteen food quality feedback,Low
5280,Assignment deadline extension request,Low
1060,Admit card not generated for upcoming exam,High
4637,WiFi slow in library,Low
3243,Elective subject change request,Medium
1679,Canteen food quality feedback,Low
1758,Club membership request,Low
4192,Club membership request,Low
5117,Admit card not generated for upcoming exam,High
564,Hostel electricity issue urgent,High
2791,Admit card not generated for upcoming exam,High
864,General timetable inquiry,Low
1485,ID card reissue process inquiry,Medium
5135,Scholarship amount not credited,High
207,Assignment deadline extension request,Low
4489,Fee payment failed but amount deducted,High
871,WiFi slow in library,Low
4494,Result not visible on portal,High
503,Assignment deadline extension request,Low
1029,Hostel electricity issue urgent,High
3841,ID card reissue process inquiry,Medium
2691,Result not visible on portal,High
5582,Fee payment failed but amount deducted,High
5057,Emergency leave approval required,High
1571,Request for bonafide certificate,Medium
2774,Club membership request,Low
2732,Emergency leave approval required,High
805,Scholarship amount not credited,High
5848,Sports event registration query,Low
3646,ID card reissue process inquiry,Medium
2455,Emergency leave approval required,High
4599,General timetable inquiry,Low
3105,Club membership request,Low
4876,Club membership request,Low
201,General timetable inquiry,Low
3100,Admit card not generated for upcoming exam,High
2279,Internship approval request,Medium
3562,Elective subject change request,Medium
4475,General timetable inquiry,Low
4515,ID card reissue process inquiry,Medium
5795,Internship approval request,Medium
392,WiFi slow in library,Low
5619,Library access issue,Medium
5259,Transcript request status,Medium
1496,Exam portal is not working,High
2696,WiFi slow in library,Low
2028,Assignment deadline extension request,Low
5249,Transcript request status,Medium
5464,Fee payment failed but amount deducted,High
2569,Scholarship amount not credited,High
65,Elective subject change request,Medium
3885,Assignment deadline extension request,Low
2063,Club membership request,Low
5277,Exam portal is not working,High
493,General timetable inquiry,Low
380,Library access issue,Medium
4860,Library access issue,Medium
3994,Fee payment failed but amount deducted,High
4888,Scholarship amount not credited,High
1077,Internship approval request,Medium
879,Canteen food quality feedback,Low
338,Exam portal is not working,High
1017,WiFi slow in library,Low
1276,Sports event registration query,Low
3799,Sports event registration query,Low
4552,Library access issue,Medium
3343,Admit card not generated for upcoming exam,High
4912,Request for bonafide certificate,Medium
996,ID card reissue process inquiry,Medium
1982,Emergency leave approval required,High
4298,Request for bonafide certificate,Medium
162,Emergency leave approval required,High
5676,General timetable inquiry,Low
4799,Transcript request status,Medium
1501,Canteen food quality feedback,Low
3844,Canteen food quality feedback,Low
5226,General timetable inquiry,Low
2614,Emergency leave approval required,High
3462,WiFi slow in library,Low
1022,Emergency leave approval required,High
3074,Transcript request status,Medium
3944,Club membership request,Low
1586,Exam portal is not working,High
1956,Canteen food quality feedback,Low
3153,Assignment deadline extension request,Low
35,Elective subject change request,Medium
4015,Library access issue,Medium
776,Sports event registration query,Low
2557,Canteen food quality feedback,Low
1479,Admit card not generated for upcoming exam,High
5487,Request for bonafide certificate,Medium
1364,Transcript request status,Medium
2613,Sports event registration query,Low
2825,Sports event registration query,Low
2042,General timetable inquiry,Low
242,Hostel electricity issue urgent,High
2062,Internship approval request,Medium
2364,Transcript request status,Medium
601,General timetable inquiry,Low
2436,Transcript request status,Medium
5394,Canteen food quality feedback,Low
2889,Assignment deadline extension request,Low
647,Canteen food quality feedback,Low
